Row #,Species,Count,Location,S/P,Date,LocID,SubID
1065,White-bearded Manakin - Manacus manacus,,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,20 Jan 2013,L1895777,S12677276
1066,Wire-tailed Manakin - Pipra filicauda,3,ExplorNapo Lodge,PE-LOR,04 Dec 2016,L592623,S32873173
1067,Band-tailed Manakin - Pipra fasciicauda,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,09 Oct 2012,L599450,S11792404
1068,Striolated Manakin - Machaeropterus striolatus,1,ExplorNapo Lodge,PE-LOR,10 Dec 2016,L592623,S32953899
1069,Painted Manakin - Machaeropterus eckelberryi,1,Waqanki/Quebrada Mishquiyaquillo,PE-SAM,12 May 2016,L1849133,S29586545
1070,Fiery-capped Manakin - Machaeropterus pyrocephalus,1,Manú Learning Centre--Lodge,PE-MDD,22 Apr 2013,L1599931,S15264359
1071,White-crowned Manakin - Pseudopipra pipra,1,ExplorNapo Lodge,PE-LOR,06 Dec 2016,L592623,S32899412
1072,Golden-headed Manakin - Ceratopipra erythrocephala,1,Waqanki/Quebrada Mishquiyaquillo,PE-SAM,12 May 2016,L1849133,S29586545
1073,Red-headed Manakin - Ceratopipra rubrocapilla,1,Reserva Refugio Amazonas,PE-MDD,01 Jun 2015,L1755368,S23794549
1074,Round-tailed Manakin - Ceratopipra chloromeros,,Manú Learning Centre--Lodge,PE-MDD,14 Jun 2012,L1599931,S11037555
1075,Green-and-black Fruiteater - Pipreola riefferii,1,ACP Abra Patricia--Owlet Lodge,PE-AMA,18 May 2014,L1849237,S18791731
1076,Band-tailed Fruiteater - Pipreola intermedia,1,Carretera a Manú--Mirador (1700-1800m),PE-CUS,19 Jun 2014,L1004830,S21578555
1077,Barred Fruiteater - Pipreola arcuata,2,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
1078,Golden-breasted Fruiteater - Pipreola aureopectus,1,RNA Proaves El Dorado--Lodge,CO-MAG,10 Jan 2013,L2141124,S12561060
1079,Orange-breasted Fruiteater - Pipreola jucunda,2,RNA Las Tangaras--Sendas,CO-CHO,03 Jan 2015,L1402854,S21291721
1080,Masked Fruiteater - Pipreola pulchra,1,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,09 Dec 2013,L1811275,S15917952
1081,Scarlet-breasted Fruiteater - Pipreola frontalis,1,Flor de Café/Plataforma,PE-SAM,23 Dec 2016,L2455165,S33182452
1082,Fiery-throated Fruiteater - Pipreola chlorolepidota,1,Waqanki/Quebrada Mishquiyaquillo,PE-SAM,12 May 2016,L1849133,S29586545
1083,Scaled Fruiteater - Ampelioides tschudii,1,Flor de Café/Plataforma,PE-SAM,23 Dec 2016,L2455165,S33182452
1084,White-cheeked Cotinga - Zaratornis stresemanni,1,Valle de Santa Eulalia--Quebrada Yanac (Polylepis),PE-LIM,18 Jun 2016,L517155,S30314117
1085,Peruvian Plantcutter - Phytotoma raimondii,3,Santuario Historico Bosque de Pómac,PE-LAM,11 Jun 2013,L760816,S14408230
1086,Bay-vented Cotinga - Doliornis sclateri,1,Bosque Unchog (Valqui D5.3),PE-HUC,04 May 2016,L602837,S29419092
1087,Red-crested Cotinga - Ampelion rubrocristatus,1,"PE-Cajamarca Region - -7.0357x-78.2235 - Jun 18, 2013, 4:30 PM",PE-CAJ,14 Jun 2013,L2237748,S14467263
1088,Chestnut-crested Cotinga - Ampelion rufaxilla,1,Carretera a Manú--Cañón Spinetail a Paso Acjanaco,PE-CUS,30 Jul 2013,L1004823,S14827847
1089,Black-necked Red-Cotinga - Phoenicircus nigricollis,1,ExplorNapo Lodge,PE-LOR,05 Dec 2016,L592623,S32885721
1090,Andean Cock-of-the-rock - Rupicola peruvianus,1,Manú Cloud Forest Lodge (1500-1700m),PE-CUS,04 May 2012,L1004831,S10700313
1091,Gray-tailed Piha - Snowornis subalaris,1,Flor de Café/Plataforma,PE-SAM,22 Dec 2016,L2455165,S33182097
1092,Olivaceous Piha - Snowornis cryptolophus,1,RNA Las Tangaras--Sendas,CO-CHO,03 Jan 2015,L1402854,S21291721
1093,Purple-throated Fruitcrow - Querula purpurata,1,Amazonía Lodge,PE-MDD,21 Sep 2012,L1004838,S11683885
1094,Amazonian Umbrellabird - Cephalopterus ornatus,3,Erika Lodge,PE-MDD,22 Jul 2013,L1532805,S14788151
1095,Plum-throated Cotinga - Cotinga maynana,3,Boca Manu (pueblo),PE-MDD,04 Nov 2012,L3164561,S12201179
1096,Spangled Cotinga - Cotinga cayana,1,PN Manú--Rio Manú,PE-MDD,27 Aug 2013,L815603,S15142710
1097,Screaming Piha - Lipaugus vociferans,,Pantiacolla Lodge,PE-MDD,23 Sep 2012,L2372696,S11683941
1098,Chestnut-capped Piha - Lipaugus weberi,1,Arrierito Antioqueño ProAves Reserve,CO-ANT,01 Jan 2015,L603931,S21291966
1099,Purple-throated Cotinga - Porphyrolaema porphyrolaema,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,27 Jul 2019,L599450,S64197543
1100,Bare-necked Fruitcrow - Gymnoderus foetidus,2,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
1101,Black-faced Cotinga - Conioptilon mcilhennyi,1,Salvador Lake and trails,PE-MDD,28 Aug 2013,L2351393,S15144121
1102,Black-tailed Tityra - Tityra cayana,1,Cocha Blanco,PE-MDD,25 Sep 2012,L758591,S11683888
1103,Black-crowned Tityra - Tityra inquisitor,1,Puerto Palmeras Resort,PE-SAM,20 May 2014,L2918771,S18791746
1104,Masked Tityra - Tityra semifasciata,4,Amazonía Lodge,PE-MDD,20 Sep 2012,L1004838,S11683879
1105,Varzea Schiffornis - Schiffornis major,1,Salvador Lake and trails,PE-MDD,28 Aug 2013,L2351393,S15144121
1106,Northern Schiffornis - Schiffornis veraepacis,1,PN Cerros de Amotape--Estación Policial Campo Verde,PE-TUM,23 Dec 2017,L4320430,S41287944
1107,Foothill Schiffornis - Schiffornis aenea,1,Flor de Café/Plataforma,PE-SAM,06 Aug 2019,L2455165,S64197778
1108,Russet-winged Schiffornis - Schiffornis stenorhyncha,1,PNN Tayrona,CO-MAG,20 Jan 2015,L465334,S21441519
1109,Brown-winged Schiffornis - Schiffornis turdina,1,Reserva Refugio Amazonas,PE-MDD,01 Jun 2015,L1755368,S23794549
1110,Cinereous Mourner - Laniocera hypopyrra,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,13 Jul 2013,L599450,S14654334
1111,White-browed Purpletuft - Iodopleura isabellae,2,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
1112,Green-backed Becard - Pachyramphus viridis,1,Bosque de Yanahuanca,PE-CAJ,09 May 2016,L2912286,S29526554
1113,Barred Becard - Pachyramphus versicolor,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,16 Sep 2012,L599441,S11683868
1114,Slaty Becard - Pachyramphus spodiurus,1,Hotel El Cafetal,PE-PIU,19 Aug 2016,L4869946,S31183702
1115,Cinereous Becard - Pachyramphus rufus,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,20 Mar 2013,L1895777,S13635490
1116,Cinnamon Becard - Pachyramphus cinnamomeus,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,10 Jan 2014,L1895777,S16324841
1117,Chestnut-crowned Becard - Pachyramphus castaneus,2,Complejo Turístico Yacumama,PE-SAM,18 May 2014,L1587052,S18791727
1118,White-winged Becard - Pachyramphus polychopterus,1,Area de Conservación Municipal de Tingana,PE-SAM,16 Jun 2013,L2240948,S69779281
1119,Black-and-white Becard - Pachyramphus albogriseus,1,Refugio de Vida Silvestre Laquipampa,PE-LAM,04 Jan 2014,L1810924,S16284282
1120,Black-capped Becard - Pachyramphus marginatus,1,Reserva Refugio Amazonas,PE-MDD,01 Jun 2015,L1755368,S23794391
1121,One-colored Becard - Pachyramphus homochrous,2,PNN Tayrona,CO-MAG,20 Jan 2015,L465334,S21441526
1122,Pink-throated Becard - Pachyramphus minor,2,Amazonía Lodge,PE-MDD,29 Jul 2014,L1004838,S19576398
1123,Crested Becard - Pachyramphus validus,1,"Anta--Moyepata to Soraypampa--3330 m (-13.4639,-72.5411)",PE-CUS,15 May 2019,L6162396,S64189708
1124,Royal Flycatcher - Onychorhynchus coronatus,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,27 Jun 2014,L599450,S25812662
1125,Ruddy-tailed Flycatcher - Terenotriccus erythrurus,1,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
1126,Sulphur-rumped Flycatcher - Myiobius sulphureipygius,1,PN Cerros de Amotape--Estación Policial Campo Verde,PE-TUM,23 Dec 2017,L4320430,S41287944
1127,Whiskered Flycatcher - Myiobius barbatus,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,24 Nov 2014,L599450,S21338902
1128,Black-tailed Flycatcher - Myiobius atricaudus,1,Quebrada Upaquihua,PE-SAM,19 May 2014,L2273658,S18791737
1129,Wing-barred Piprites - Piprites chloris,1,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
1130,White-throated Spadebill - Platyrinchus mystaceus,1,Waqanki/Quebrada Mishquiyaquillo,PE-SAM,12 May 2016,L1849133,S29586545
1131,Golden-crowned Spadebill - Platyrinchus coronatus,3,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
1132,White-crested Spadebill - Platyrinchus platyrhynchos,1,Cocha Otorongo,PE-MDD,27 Aug 2013,L2352158,S15143929
1133,Many-colored Rush Tyrant - Tachuris rubrigastra,2,Laguna de Huacarpay,PE-CUS,05 Feb 2012,L492963,S10503463
1134,Streak-necked Flycatcher - Mionectes striaticollis,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,13 Jul 2012,L599445,S11189685
1135,Olive-striped Flycatcher - Mionectes olivaceus,1,Cuchilla San Lorenzo,CO-MAG,17 Jan 2013,L2146871,S12630651
1136,Ochre-bellied Flycatcher - Mionectes oleagineus,1,Asociacion para La Conservacion de Aves y La Biodiversidad Koepcke's Hermit,PE-SAM,18 Jun 2013,L2240938,S14473577
1137,McConnell's Flycatcher - Mionectes macconnelli,1,Paucartambo--Kosñipata--Comunidad Nativa Queros Wachiperi ca. 590 m (native community),PE-CUS,18 Jun 2012,L1599945,S11037560
1138,Sepia-capped Flycatcher - Leptopogon amaurocephalus,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Mar 2013,L1895777,S13635480
1139,Slaty-capped Flycatcher - Leptopogon superciliaris,1,Carretera a Manú--Túneles Pillahuata (2200-2500m),PE-CUS,12 Jul 2012,L599443,S11189690
1140,Inca Flycatcher - Leptopogon taczanowskii,1,Carretera a Manú--Túneles Pillahuata (2200-2500m),PE-CUS,26 Jul 2014,L599443,S19544501
1141,Variegated Bristle-Tyrant - Phylloscartes poecilotis,1,Waqanki/Quebrada Mishquiyaquillo--Senda Cresta (Trail to Ridge),PE-SAM,30 Dec 2017,L1652750,S41456039
1142,Marble-faced Bristle-Tyrant - Phylloscartes ophthalmicus,1,Santuario Historico Machu Picchu--Avenida Hermanos Ayar,PE-CUS,01 Oct 2012,L1004820,S11787540
1143,Spectacled Bristle-Tyrant - Phylloscartes orbitalis,1,Carretera a Manú--Túneles Pillahuata (2200-2500m),PE-CUS,03 Oct 2012,L599443,S11792337
1144,Mottle-cheeked Tyrannulet - Phylloscartes ventralis,1,Santuario Historico Machu Picchu--Avenida Hermanos Ayar,PE-CUS,01 Oct 2012,L1004820,S11787540
1145,Ecuadorian Tyrannulet - Phylloscartes gualaquizae,4,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,18 May 2014,L1234162,S18791730
1146,Rufous-browed Tyrannulet - Phylloscartes superciliaris,1,Arrierito Antioqueño ProAves Reserve,CO-ANT,01 Jan 2015,L603931,S21291966
1147,Cinnamon-faced Tyrannulet - Phylloscartes parkeri,1,Santuario Historico Machu Picchu--Carretera Hiram Bingham,PE-CUS,20 May 2015,L1858531,S23587847
1148,Bronze-olive Pygmy-Tyrant - Pseudotriccus pelzelni,2,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
1149,Hazel-fronted Pygmy-Tyrant - Pseudotriccus simplex,1,Manú Cloud Forest Lodge (1500-1700m),PE-CUS,04 Oct 2012,L1004831,S11792308
1150,Rufous-headed Pygmy-Tyrant - Pseudotriccus ruficeps,1,Carretera a Manú--Túneles Pillahuata (2600-2800m),PE-CUS,18 Nov 2015,L1004825,S26022309
1151,Ringed Antpipit - Corythopis torquatus,1,Manú Learning Centre--Lodge,PE-MDD,12 Jun 2012,L1599931,S11037551
1152,White-bellied Pygmy-Tyrant - Myiornis albiventris,1,"PE-San Martin - -6.7428x-76.3512 - Jun 20, 2013, 6:30 PM",PE-SAM,17 Jun 2013,L2240384,S14473592
1153,Black-capped Pygmy-Tyrant - Myiornis atricapillus,1,RNA Paujil (Dept. Boyaca),CO-BOY,26 Dec 2014,L743897,S21291845
1154,Short-tailed Pygmy-Tyrant - Myiornis ecaudatus,1,Erika Lodge,PE-MDD,30 Jul 2012,L1532805,S11299275
1155,Scale-crested Pygmy-Tyrant - Lophotriccus pileatus,,Manú Cloud Forest Lodge (1500-1700m),PE-CUS,04 May 2012,L1004831,S10700313
1156,Double-banded Pygmy-Tyrant - Lophotriccus vitiosus,1,Lago Lindo Lodge--Calle Entrada,PE-SAM,19 May 2014,L2240922,S18791740
1157,Long-crested Pygmy-Tyrant - Lophotriccus eulophotes,1,Los Amigos Biological Station (CICRA),PE-MDD,01 Jul 2016,L492606,S30503186
1158,Pale-eyed Pygmy-Tyrant - Atalotriccus pilaris,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,20 Jan 2013,L1895777,S12677276
1159,Southern Bentbill - Oncostoma olivaceum,2,PNN Tayrona,CO-MAG,20 Jan 2015,L465334,S21441519
1160,Yungas Tody-Tyrant - Hemitriccus spodiops,1,"-14.3010x-69.1705 - Dec 30, 2016, 10:13",PE-PUN,30 Dec 2016,L5207192,S33359812
1161,Acre Tody-Tyrant - Hemitriccus cohnhafti,1,Distrito Portillo,PE-MDD,29 May 2015,L3699525,S23793896
1162,Flammulated Pygmy-Tyrant - Hemitriccus flammulatus,1,Manú Learning Centre--Lodge,PE-MDD,30 Apr 2014,L1599931,S18252004
1163,White-eyed Tody-Tyrant - Hemitriccus zosterops,1,Nueva Austria del Sira to Hospital Campsite (330m to 770m),PE-HUC,06 Oct 2017,L6342435,S39858924
1164,White-bellied Tody-Tyrant - Hemitriccus griseipectus,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,01 Sep 2013,L599450,S15166746
1165,Johannes's Tody-Tyrant - Hemitriccus iohannis,1,Lago Valencia--Canal,PE-MDD,06 Dec 2013,L1829171,S15939480
1166,Stripe-necked Tody-Tyrant - Hemitriccus striaticollis,2,"PE-San Martin - -6.7428x-76.3512 - Jun 20, 2013, 6:30 PM",PE-SAM,17 Jun 2013,L2240384,S14473592
1167,Pearly-vented Tody-Tyrant - Hemitriccus margaritaceiventer,1,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,20 Feb 2013,L2568025,S16050880
1168,Black-throated Tody-Tyrant - Hemitriccus granadensis,1,RNA Proaves El Dorado--Lodge,CO-MAG,10 Jan 2013,L2141124,S12561060
1169,Cinnamon-breasted Tody-Tyrant - Hemitriccus cinnamomeipectus,1,Fundo Alto Nieva,PE-AMA,27 May 2016,L3324136,S29961135
1170,Buff-throated Tody-Tyrant - Hemitriccus rufigularis,1,Flor de Café/Plataforma,PE-SAM,24 Feb 2017,L2455165,S34883186
1171,Rufous-crowned Tody-Flycatcher - Poecilotriccus ruficeps,1,Chamicero del Perijá Proaves Reserve,CO-CES,05 Feb 2015,L3054544,S22212068
1172,Johnson's Tody-Flycatcher - Poecilotriccus luluae,3,ACP Abra Patricia--Owlet Lodge,PE-AMA,16 Jun 2013,L1849237,S14557247
1173,White-cheeked Tody-Flycatcher - Poecilotriccus albifacies,1,Pantiacolla Lodge,PE-MDD,27 Sep 2012,L2372696,S11683949
1174,Black-and-white Tody-Flycatcher - Poecilotriccus capitalis,2,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,18 May 2014,L1234162,S18791730
1175,Ochre-faced Tody-Flycatcher - Poecilotriccus plumbeiceps,,Paucartambo--Kosñipata--Comunidad Nativa Queros Wachiperi ca. 590 m (native community),PE-CUS,17 Jun 2012,L1599945,S11037559
1176,Rusty-fronted Tody-Flycatcher - Poecilotriccus latirostris,1,"PE-San Martin - -6.5800x-76.3007 - Jun 19, 2013, 6:21 PM",PE-SAM,17 Jun 2013,L2240361,S14473595
1177,Slate-headed Tody-Flycatcher - Poecilotriccus sylvia,1,RNA Paujil (Dept. Boyaca),CO-BOY,24 Dec 2014,L743897,S21078184
1178,Black-backed Tody-Flycatcher - Poecilotriccus pulchellus,3,Carretera a Manú--Thousand-meter Bridge a Chontachacra (900-1100m),PE-CUS,28 Jul 2014,L1004835,S19564689
1179,Spotted Tody-Flycatcher - Todirostrum maculatum,1,Blanquillo Macaw Clay Lick,PE-MDD,13 Jul 2013,L599455,S14654418
1180,Common Tody-Flycatcher - Todirostrum cinereum,1,Santuario Historico Bosque de Pómac,PE-LAM,11 Jun 2013,L760816,S14408230
1181,Black-headed Tody-Flycatcher - Todirostrum nigriceps,2,Las Gaviotas,CO-LAG,07 Feb 2015,L2099908,S22431600
1182,Yellow-browed Tody-Flycatcher - Todirostrum chrysocrotaphum,2,"PE-San Martin - -6.7354x-76.2335 - Jun 21, 2013, 10:05 AM",PE-SAM,18 Jun 2013,L2240932,S14473582
1183,Rufous Twistwing - Cnipodectes superrufus,1,"San Lorenzo(-11.5068,-69.2992)",PE-MDD,24 Nov 2018,L8334642,S51125136
1184,Olivaceous Flatbill - Rhynchocyclus olivaceus,1,Echarate,PE-CUS,14 Jul 2016,L4788525,S30696536
1185,Fulvous-breasted Flatbill - Rhynchocyclus fulvipectus,1,Carretera a Manú--Tanager Corner a Thousand-meter Bridge (1100-1300m),PE-CUS,08 Aug 2015,L1004833,S24668380
1186,Yellow-olive Flycatcher - Tolmomyias sulphurescens,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,13 Jan 2014,L1895777,S16413157
1187,Yellow-margined Flycatcher - Tolmomyias assimilis,1,Reserva Refugio Amazonas,PE-MDD,01 Jun 2015,L1755368,S23794391
1188,Gray-crowned Flycatcher - Tolmomyias poliocephalus,2,ACR Cordillera Escalera--Túnel Tarapoto,PE-SAM,19 May 2014,L2273747,S89061243
1189,Yellow-breasted Flycatcher - Tolmomyias flaviventris,1,Erika Lodge,PE-MDD,10 Dec 2012,L1532805,S12279370
1190,Cinnamon Flycatcher - Pyrrhomyias cinnamomeus,5,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
1191,Cliff Flycatcher - Hirundinea ferruginea,8,ACR Cordillera Escalera--Túnel Tarapoto,PE-SAM,19 May 2014,L2273747,S89061243
1192,Ornate Flycatcher - Myiotriccus ornatus,2,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,16 Jun 2013,L1234162,S14473613
1193,Handsome Flycatcher - Nephelomyias pulcher,3,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
1194,Orange-banded Flycatcher - Nephelomyias lintoni,3,Cerro Acanama and road to radio towers,EC-L,14 Feb 2020,L2805359,S64489871
1195,Ochraceous-breasted Flycatcher - Nephelomyias ochraceiventris,1,Wayqecha Cloud Forest Birding Lodge,PE-CUS,12 Nov 2014,L1004824,S21329497
1196,Brown-capped Tyrannulet - Ornithion brunneicapillus,2,PNN Tayrona,CO-MAG,20 Jan 2015,L465334,S21441526
1197,White-lored Tyrannulet - Ornithion inerme,1,ACR Cordillera Escalera--Túnel Tarapoto,PE-SAM,19 May 2014,L2273747,S89061243
1198,Southern Beardless-Tyrannulet - Camptostoma obsoletum,1,Refugio de Vida Silvestre Los Pantanos de Villa,PE-LIM,03 Dec 2012,L492947,S12215373
1199,White-tailed Tyrannulet - Mecocerculus poecilocercus,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
1200,White-banded Tyrannulet - Mecocerculus stictopterus,2,Carretera a Manú--Túneles Pillahuata (2200-2500m),PE-CUS,03 Oct 2012,L599443,S11792337
1201,White-throated Tyrannulet - Mecocerculus leucophrys,1,Carretera a Manú--Paso Acjanaco (Valqui A1.1),PE-CUS,04 May 2012,L1004908,S10700161
1202,Rufous-winged Tyrannulet - Mecocerculus calopterus,1,Cajamarca--San Pablo Rd.,PE-CAJ,12 Jun 2013,L2223109,S14408215
1203,Sulphur-bellied Tyrannulet - Mecocerculus minor,2,Villa Hermosa,PE-AMA,27 May 2016,L4649901,S29961215
1204,Black-crested Tit-Tyrant - Anairetes nigrocristatus,2,"PE-Cajamarca Region - -7.0920x-78.4034 - Jun 13, 2013, 7:41 PM",PE-CAJ,13 Jun 2013,L2224383,S14415307
1205,Pied-crested Tit-Tyrant - Anairetes reguloides,1,Río Lurín,PE-LIM,06 Nov 2013,L1617595,S15590601
1206,Ash-breasted Tit-Tyrant - Anairetes alpinus,3,ACP Abra Málaga Thastayoc Royal Cinclodes,PE-CUS,11 Aug 2014,L512692,S19788229
1207,Yellow-billed Tit-Tyrant - Anairetes flavirostris,8,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
1208,Tufted Tit-Tyrant - Anairetes parulus,2,Cruz Conga (Valqui F1.6),PE-CAJ,14 Jun 2013,L493411,S14467260
1209,Unstreaked Tit-Tyrant - Uromyias agraphia,1,Abra Málaga--Upper Temperate Forest (3400-3200m),PE-CUS,13 Oct 2013,L892338,S15396406
1210,Mouse-colored Tyrannulet - Phaeomyias murina,5,Santuario Historico Bosque de Pómac,PE-LAM,11 Jun 2013,L760816,S14408230
1211,Yellow Tyrannulet - Capsiempis flaveola,1,Area de Conservación Municipal de Tingana,PE-SAM,16 Jun 2013,L2240948,S69779281
1212,Subtropical Doradito - Pseudocolopteryx acutipennis,1,Laguna de Huacarpay,PE-CUS,29 Feb 2012,L492963,S10503474
1213,Yellow-crowned Tyrannulet - Tyrannulus elatus,,Carretera a Manú--Patria (600-900m),PE-CUS,01 Aug 2012,L1004836,S11299288
1214,Forest Elaenia - Myiopagis gaimardii,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,20 Mar 2013,L1895777,S13635490
1215,Gray Elaenia - Myiopagis caniceps,1,Pantiacolla Lodge,PE-MDD,22 Sep 2012,L2372696,S11683939
1216,Pacific Elaenia - Myiopagis subplacens,1,Refugio de Vida Silvestre Laquipampa,PE-LAM,04 Jan 2014,L1810924,S16284282
1217,Greenish Elaenia - Myiopagis viridicata,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,20 Jan 2013,L1895777,S12677276
1218,Mottle-backed Elaenia - Elaenia gigas,5,Boat trip to Reserva Natural de Tingana,PE-SAM,16 Jun 2013,L2240389,S14473602
1219,Highland Elaenia - Elaenia obscura,1,Santuario Historico Machu Picchu--Machu Picchu Ruinas (Valqui B3.2),PE-CUS,14 Aug 2013,L1004819,S14928316
1220,Yellow-bellied Elaenia - Elaenia flavogaster,2,"PE-Amazonas Region-Pedro Ruiz - -5.9437x-77.9785 - Jun 19, 2013, 6:17 PM",PE-AMA,15 Jun 2013,L2238786,S14473623
1221,Small-billed Elaenia - Elaenia parvirostris,1,Salvador Lake and trails,PE-MDD,28 Aug 2013,L2351393,S15144121
1222,Large Elaenia - Elaenia spectabilis,2,Pantiacolla Lodge,PE-MDD,22 Sep 2012,L2372696,S11683938
1223,Lesser Elaenia - Elaenia chiriquensis,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,21 Aug 2013,L599445,S15130499
1224,White-crested Elaenia - Elaenia albiceps,1,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
1225,Sierran Elaenia - Elaenia pallatangae,1,"PE-Amazonas Region - -6.7150x-77.8546 - Jun 19, 2013, 1:00 PM",PE-AMA,15 Jun 2013,L2238331,S14473644
1226,Mountain Elaenia - Elaenia frantzii,1,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570375
1227,Torrent Tyrannulet - Serpophaga cinerea,1,Atalaya (pueblo),PE-CUS,03 Jun 2012,L2443948,S10938876
1228,River Tyrannulet - Serpophaga hypoleuca,1,Rio Madre de Dios--Isla Rolin,PE-MDD,07 Dec 2013,L2458118,S15940747
1229,Rough-legged Tyrannulet - Phyllomyias burmeisteri,1,Sandia--Alto Inambari--Palmera,PE-PUN,04 Nov 2020,L12877663,S77111246
1230,Sclater's Tyrannulet - Phyllomyias sclateri,1,Santuario Historico Machu Picchu--Avenida Hermanos Ayar,PE-CUS,01 Oct 2012,L1004820,S11787540
1231,Sooty-headed Tyrannulet - Phyllomyias griseiceps,1,Minca (y alrededores/general area),CO-MAG,01 Mar 2014,L1161669,S17276450
1232,Black-capped Tyrannulet - Phyllomyias nigrocapillus,1,El Dorado ProAves Reserve,CO-MAG,15 Feb 2013,L652746,S12971541
1233,Ashy-headed Tyrannulet - Phyllomyias cinereiceps,2,Santuario Historico Machu Picchu--Carretera Hiram Bingham,PE-CUS,20 May 2015,L1858531,S23587847
